-1.488431233353196603e+00,1.695403079081539310e+00,1.139478802025533755e+00,1.988643312556599430e+00,1.319035016498962154e+00,1.033047826944083702e+00,1.351671757521440753e+00,1.196068071094348095e+00,1.413182742769524491e+00,1.395614994501806150e+00,1.339697653661369392e+00,1.508834200105963363e+00,1.149835180266187251e+00,1.094824987748111544e+00,8.898015177964081479e-01,8.537382828945092594e-01,1.002756695062390957e+00,9.480338446278989695e-01,1.098583099906545568e+00,9.346960550163309067e-01,1.033213188594275467e+00,1.077757362253775941e+00,1.251706484426807320e+00,1.119888300793122404e+00,1.528890989488579599e+00,1.206098228251808679e+00,1.032535210249110325e+00,8.095496073063651599e-01,1.034195622527996683e+00,1.185922598912748871e+00,1.105899701827118609e+00,1.005365738508663398e+00,9.314757355644757153e-01,9.802353764336887432e-01,1.017506944297541516e+00,8.808435070795409549e-01,1.437202262256980667e+00,1.223985375016650501e+00,1.022577812625001137e+00,9.242185845723458471e-01,9.533623328773315198e-01,9.866368761032667800e-01,1.146720231588931771e+00,1.657259402790666858e+00,1.438831406811557745e+00,1.022388388239130030e+00,8.235575464303144244e-01,1.215978246042490607e+00,9.205656355084629316e-01,9.663707637844963783e-01
1.695403079081539310e+00,-6.979760922588843286e+00,1.284474355812998514e+00,2.153906084945623078e+00,1.422064619061962354e+00,1.111151805766652068e+00,1.452273150815744041e+00,1.284814070194031377e+00,1.488803921101936822e+00,1.519765105695316088e+00,1.464368608983165565e+00,1.631713506954465043e+00,1.238870126342985989e+00,1.177171906094516274e+00,9.561064335844043915e-01,9.171038216642547480e-01,1.072605897280688447e+00,1.020657192560892934e+00,1.185174922358749550e+00,1.007495027252356179e+00,1.111402191356481328e+00,1.158237347266169559e+00,1.344660836858628361e+00,1.202927800756784515e+00,1.641367864436169111e+00,1.295755866068330153e+00,1.109983106247580009e+00,8.703861365607334921e-01,1.111322737163761953e+00,1.274019316909676736e+00,1.187926204636263749e+00,1.079882949485234223e+00,1.000330828168550124e+00,1.052893920655786575e+00,1.093060527214828159e+00,9.462872269924935686e-01,1.543808036124620919e+00,1.314735935717615156e+00,1.098368344217610426e+00,9.927021383416870792e-01,1.023959699961645819e+00,1.059734539575716727e+00,1.231704436959892623e+00,1.780073246300831968e+00,1.545456077199118594e+00,1.098150088884749076e+00,8.845798651813089331e-01,1.306066470526436873e+00,9.887574381957473513e-01,1.037962661472225490e+00
1.139478802025533755e+00,1.284474355812998514e+00,-2.415851294159025997e-01,1.563025733388557104e+00,1.006240729107749088e+00,7.760959822745792103e-01,1.008097402094444872e+00,8.907764447327770618e-01,1.018406018800376067e+00,1.049921704512473575e+00,1.052210644179332411e+00,1.162643794169419875e+00,8.717283714462999988e-01,8.202089049211819249e-01,6.639337060598471396e-01,6.359038790683048115e-01,7.412490121102853768e-01,7.086594820682108331e-01,8.282253140591256946e-01,7.057606595800272054e-01,7.746732390577425464e-01,8.045605746409939529e-01,9.324698630196457394e-01,8.337635432845551531e-01,1.137107418428057848e+00,8.983658565773511295e-01,7.705390223117836168e-01,6.047558958873510138e-01,7.712503740249799788e-01,8.834227550657375305e-01,8.234028781894368043e-01,7.483598452989649319e-01,6.931243471595919248e-01,7.296913146397654426e-01,7.576783784364383711e-01,6.560344002242166628e-01,1.069984718283564229e+00,9.111536242692149790e-01,7.611453140324492272e-01,6.878770811982924949e-01,7.094997730666320335e-01,7.343170587013865269e-01,8.535018678736687736e-01,1.233472074205422153e+00,1.070898649954366011e+00,7.609444161295337850e-01,6.129439223360740874e-01,9.049735373606877520e-01,6.851026842130246708e-01,7.192023372522141633e-01
1.988643312556599430e+00,2.153906084945623078e+00,1.563025733388557104e+00,-8.498821960724438185e+00,1.832594872918862139e+00,1.393479639943793869e+00,1.797558719334312771e+00,1.586196492915138423e+00,1.787137799700053709e+00,1.807223247058898030e+00,1.795253871068380747e+00,2.058543173529469250e+00,1.564373612719748952e+00,1.466510412440646949e+00,1.183989578302190537e+00,1.132402880930582167e+00,1.310214153269133597e+00,1.245860085467554113e+00,1.458451245385109729e+00,1.249680082595871822e+00,1.379133963285308795e+00,1.433315434981381919e+00,1.660230725912992478e+00,1.484044587627339151e+00,2.021036641889898178e+00,1.595189992630940967e+00,1.367882625579324607e+00,1.074343654765492539e+00,1.372035227046802364e+00,1.572208612827356466e+00,1.465435604311759121e+00,1.331806312198143827e+00,1.232795404628086899e+00,1.297700027859683525e+00,1.347548432704851695e+00,1.166932774026118613e+00,1.903825114814201580e+00,1.621353079992963631e+00,1.354465739038860139e+00,1.224083627653471673e+00,1.262388876865778276e+00,1.306522475614787515e+00,1.518618490028235568e+00,2.194809315832354724e+00,1.905571703373918568e+00,1.354058370249240806e+00,1.090714080838103728e+00,1.610374214867760667e+00,1.219083377871162055e+00,1.279757623789918419e+00
1.319035016498962154e+00,1.422064619061962354e+00,1.006240729107749088e+00,1.832594872918862139e+00,-1.024901560175643489e+00,9.976330588318481629e-01,1.216014109790461095e+00,1.060644725308560465e+00,1.185930237524487785e+00,1.195604252775694931e+00,1.181426626941374014e+00,1.367181916857967749e+00,1.078689708176240991e+00,1.007366847810229560e+00,8.005240781095055436e-01,7.573511800276042649e-01,8.701304930132350846e-01,8.265761017234343200e-01,9.678678434535823438e-01,8.325897438086984348e-01,9.241219075949264061e-01,9.606254970183766284e-01,1.108273030098555711e+00,9.885445467027742517e-01,1.343217652990515321e+00,1.060066661372190522e+00,9.091750674911879271e-01,7.147956523712345467e-01,9.135576977764467976e-01,1.046818646518347773e+00,9.753695285492763878e-01,8.859688899168298715e-01,8.194245796499333157e-01,8.625734610871597097e-01,8.957786635633536720e-01,7.758676097532386517e-01,1.265853806398014036e+00,1.078134535122329041e+00,9.006559302395932276e-01,8.138737259094405152e-01,8.391357447380557444e-01,8.684776967273872827e-01,1.009481668192701465e+00,1.458994191485285308e+00,1.266758219510137451e+00,9.001623547862058761e-01,7.250990879654281018e-01,1.070509754462056540e+00,8.103570356622696869e-01,8.506906752608214273e-01
1.033047826944083702e+00,1.111151805766652068e+00,7.760959822745792103e-01,1.393479639943793869e+00,9.976330588318481629e-01,-8.160131517451851835e-02,1.021610251480966403e+00,8.517831796854553605e-01,9.289330830784422455e-01,9.346717647320238465e-01,9.185025631858613204e-01,1.054733835874730241e+00,8.364182679509806206e-01,8.233604443368540693e-01,6.581041261403014486e-01,6.065879045696245253e-01,6.817707760140436779e-01,6.469359982872886494e-01,7.564894283663287089e-01,6.497243931508223103e-01,7.245941558470411215e-01,7.590876464273187407e-01,8.760149642346678478e-01,7.794021749985186043e-01,1.052970454879008866e+00,8.307969314027928709e-01,7.123019039126196050e-01,5.599764004620941815e-01,7.164944641393015123e-01,8.219172222092216984e-01,7.662291893520734032e-01,6.957729634571379052e-01,6.424113255171709502e-01,6.762074735736121056e-01,7.022215943084245682e-01,6.082512839914024916e-01,9.925571186840569382e-01,8.455425917078027709e-01,7.064654865904554937e-01,6.383787545790594598e-01,6.579014462278766073e-01,6.809009169886668378e-01,7.914530872402222306e-01,1.143900843694949598e+00,9.932083337599966200e-01,7.058136466416112809e-01,5.685726503094515882e-01,8.393820012622424942e-01,6.353474607604628899e-01,6.669697559413506616e-01
1.351671757521440753e+00,1.452273150815744041e+00,1.008097402094444872e+00,1.797558719334312771e+00,1.216014109790461095e+00,1.021610251480966403e+00,-6.392042315928438079e+00,1.169468457892067104e+00,1.215490589868357452e+00,1.221724077431809663e+00,1.196616102043406071e+00,1.363847235383612633e+00,1.054617639886479719e+00,1.032782003006218474e+00,8.719222247887710164e-01,8.154229385040940858e-01,8.921663174627777471e-01,8.459298044258732885e-01,9.877564013754306371e-01,8.447932835128855178e-01,9.391177642536483461e-01,9.856497202913071520e-01,1.146321331406370048e+00,1.023997192457433369e+00,1.378291690096155486e+00,1.087216719530654130e+00,9.316379266082199795e-01,7.315479807106536336e-01,9.359463670146003222e-01,1.074359501355007129e+00,1.002676415355379547e+00,9.113476973375135293e-01,8.409249840821617639e-01,8.851012343108537461e-01,9.190464036859510299e-01,7.958998057725600317e-01,1.298928812251019860e+00,1.106561766387330836e+00,9.247087028761596939e-01,8.357596318545619241e-01,8.612412518553294039e-01,8.913328346074572694e-01,1.036032569525378921e+00,1.497398184245142927e+00,1.300117941824366463e+00,9.239081886185029902e-01,7.442851242887765784e-01,1.098838595314942657e+00,8.317285489513841501e-01,8.731212589266412749e-01
1.196068071094348095e+00,1.284814070194031377e+00,8.907764447327770618e-01,1.586196492915138423e+00,1.060644725308560465e+00,8.517831796854553605e-01,1.169468457892067104e+00,-5.648464151084295892e-01,1.075569104594934933e+00,1.080854671800118405e+00,1.057899500808271220e+00,1.203645048941555329e+00,9.237690277544446937e-01,8.923414395884268213e-01,7.554338607776558412e-01,7.507206450880858917e-01,7.894746586514247433e-01,7.484284328533066244e-01,8.735872016812085139e-01,7.462091800002550457e-01,8.280796336715210426e-01,8.679831364674224226e-01,1.012945289363480494e+00,9.108978368252427238e-01,1.219713328826089738e+00,9.620686143877920093e-01,8.242657657067616883e-01,6.469652971593624624e-01,8.275669096243533085e-01,9.500229950637139043e-01,8.872135867632549022e-01,8.073849250364377728e-01,7.441795994729406560e-01,7.832570456500127509e-01,8.132646022147242970e-01,7.042349612074755294e-01,1.149358719283150254e+00,9.791431481020517191e-01,8.183377537373034416e-01,7.397943793432681936e-01,7.621671674276006003e-01,7.887924798417929040e-01,9.168394340451240243e-01,1.325124274631932941e+00,1.150532618957122999e+00,8.176076117945290100e-01,6.586728561901407097e-01,9.724735835187355848e-01,7.360523666463670844e-01,7.726824136110601593e-01
1.413182742769524491e+00,1.488803921101936822e+00,1.018406018800376067e+00,1.787137799700053709e+00,1.185930237524487785e+00,9.289330830784422455e-01,1.215490589868357452e+00,1.075569104594934933e+00,-9.829757743676763582e-01,1.304355781990208296e+00,1.215498394318499820e+00,1.359400212349584303e+00,1.034648649296544543e+00,9.846993906874212943e-01,8.002051579547545535e-01,7.677412031007994075e-01,9.559403158083552565e-01,8.857151125206167430e-01,9.995038931892777923e-01,8.439484518834581284e-01,9.300821292065586388e-01,9.694450728621001323e-01,1.125677100704221001e+00,1.007085576912936986e+00,1.387170026158127012e+00,1.094087441736384392e+00,9.333145713029679102e-01,7.298736417148278255e-01,9.306491366465806658e-01,1.066651403518739549e+00,9.945482596026811173e-01,9.040987075459585576e-01,8.404284056708128947e-01,8.838324886296275995e-01,9.164454407678688241e-01,7.928049780564050408e-01,1.292700255213085070e+00,1.100781668229356081e+00,9.195948553148980409e-01,8.311201146630931014e-01,8.579501019164730291e-01,8.877957314167912450e-01,1.031578340910235481e+00,1.490514413694644213e+00,1.293979216429488099e+00,9.194313551462226508e-01,7.406050147973090025e-01,1.093480430213336740e+00,8.279671141700460923e-01,8.691435735491214176e-01
1.395614994501806150e+00,1.519765105695316088e+00,1.049921704512473575e+00,1.807223247058898030e+00,1.195604252775694931e+00,9.346717647320238465e-01,1.221724077431809663e+00,1.080854671800118405e+00,1.304355781990208296e+00,-9.738947437549949626e-01,1.283798960339947115e+00,1.384455681711437958e+00,1.045112168005880582e+00,9.910571988556675649e-01,8.045304719069011901e-01,7.715704999077632742e-01,9.362267833698527664e-01,9.137313203637233983e-01,1.030925233036431798e+00,8.595290806596415090e-01,9.385438182592532597e-01,9.753857966318425499e-01,1.131482487159737538e+00,1.012043528440747631e+00,1.390471391220061026e+00,1.102565589610564167e+00,9.434439979430062628e-01,7.371241227392012485e-01,9.368377802399003862e-01,1.072436340625132933e+00,9.995569458258807272e-01,9.085174466102970969e-01,8.439201943956425866e-01,8.885874940461613303e-01,9.219290348967217330e-01,7.975401308963641078e-01,1.299447064117809081e+00,1.106318826826492074e+00,9.241127651224297912e-01,8.351488449631064848e-01,8.619732611612396234e-01,8.921464883734305795e-01,1.036738491950647267e+00,1.497878182332264663e+00,1.300335173174817172e+00,9.239242587674771912e-01,7.441975907594419182e-01,1.098745718937246263e+00,8.319242856875570524e-01,8.733323830632954143e-01
